gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00002317,accessory,77,3.3744377461234336,1.276775602255443,0.4108045822043259,3.107987733253668,0.0018836588631067775,0.04910917358084749,"Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)|2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70)","Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)|2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70)",allantoinase [EC:3.5.2.5],OHCU decarboxylase
GC_00002151,core,93,4.5596131848338715,1.242568388168994,0.3587662026295274,3.4634488395555665,5.332979980313485e-4,0.02426331610651122,tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P),tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P),tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],tRNA (Guanine-1)-methyltransferase
GC_00003440,accessory,49,4.555784788404675,1.1516851080507513,0.3338252035072516,3.4499645202065565,5.606602341535026e-4,0.02444483482980686,Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),sarcosine oxidase [EC:1.5.3.1],FAD dependent oxidoreductase
GC_00000442,core,104,6.65082671260257,0.974115778806236,0.2762604448261468,3.5260776453873297,4.2176329592188484e-4,0.021121541747570072,Membrane carboxypeptidase/penicillin-binding protein (MrcA) (PDB:3D0F),Membrane carboxypeptidase/penicillin-binding protein (MrcA) (PDB:3D0F),penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],Transglycosylase
GC_00001033,core,104,8.119555941537637,0.8478515724615147,0.26315534987444733,3.2218671323460786,0.0012735818040870847,0.04063597454439749,GC_00001033,,,
GC_00001076,core,104,8.624056812671492,0.8404013486883075,0.26557800786671537,3.164423724083647,0.001553903865062555,0.0446972099367787,Uncharacterized conserved protein (PDB:3DNX),Uncharacterized conserved protein (PDB:3DNX),,DNA repair protein MmcB-like
GC_00009075,accessory,12,0.943061860061463,3.366973874398897,1.0173174684742228,3.3096589597037975,9.340970880886482e-4,0.02161392038052994,"Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)","Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase) (SsuD) (PDB:1BRL)",,Luciferase-like monooxygenase
GC_00003577,accessory,43,1.1080826328867943,3.3446565222525635,0.8010480227718766,4.175350824385043,2.9752717315433786e-5,0.00375253181098906,"DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)","DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)",,Iron-dependent Transcriptional regulator
GC_00008379,accessory,13,0.7535227024010049,3.3318704191758695,1.0205093255605413,3.264909330785148,0.0010949912151651145,0.023915301435419867,GC_00008379,,,
GC_00005497,accessory,22,1.4894070797152998,3.2728250437759936,0.7445479295850879,4.3957210996474485,1.104056187712623e-5,0.002453697556692054,RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400),RNA degradosome component RraA (regulator of RNase E activity) (RraA) (PDB:1J3L) (PUBMED:20471400),4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],Aldolase/RraA
GC_00016438,accessory,5,1.4685386633666146,3.2391464010315234,0.7274091446217996,4.45299103672342,8.468229095006526e-6,0.0021733794532972886,Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515),Type IV pilus assembly protein FimT (FimT) (PUBMED:17322192;28771515),general secretion pathway protein H,Prokaryotic N-terminal methylation motif
GC_00013877,accessory,6,1.4408267922636528,3.223786743556891,0.8560358038842076,3.7659484906228986,1.6591799872987126e-4,0.008590027297878335,GC_00013877,,,
GC_00004476,accessory,29,1.1273056664547745,3.0875866699960213,0.7992588415389295,3.863062264098375,1.1197445249271522e-4,0.006973950047053904,"Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)","Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)",urease accessory protein,"CobW/HypB/UreG, nucleotide-binding domain"
GC_00014941,accessory,4,0.7469484235092503,3.0156588544818574,0.9464649833293727,3.186233941665435,0.001441379936789076,0.027909402557351304,prophage regulatory protein,,prophage regulatory protein,Helix-turn-helix domain
GC_00018323,accessory,4,1.4969653358255177,3.0049816122258863,0.7504884824694749,4.004034282229122,6.227133465971551e-5,0.005310261008520595,"ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)","ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)",putative spermidine/putrescine transport system ATP-binding protein,ABC transporter
GC_00033158,accessory,2,1.7326491065979095,2.96722896821979,0.7470521531681339,3.971916760611995,7.129663459570087e-5,0.005707085355554956,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)","FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)",2-haloacid dehalogenase [EC:3.8.1.2],haloacid dehalogenase-like hydrolase
GC_00007053,accessory,14,1.2139144704220597,2.9656911810760516,0.8930980388225221,3.3206781922688764,8.979901409886444e-4,0.02130855772054304,Signal transduction histidine kinase (BaeS) (PDB:1JOY),Signal transduction histidine kinase (BaeS) (PDB:1JOY),"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",DAHL domain
GC_00021776,accessory,2,1.2377359817810496,2.9444455688770566,0.9562151274381316,3.079271059814483,0.0020750778877181297,0.034380065862893,GC_00021776,,,
GC_00006093,accessory,16,5.6714807039627155,2.902317320965553,0.7079067578270037,4.099858193011929,4.134033703937216e-5,0.004152459128827296,DNA replication protein DnaC (DnaC) (PDB:2QGZ),DNA replication protein DnaC (DnaC) (PDB:2QGZ),transposase,IstB-like ATP binding protein
GC_00015354,accessory,4,1.1754935244814921,2.885278351450906,0.7712780191022492,3.740905717511964,1.8335829964453044e-4,0.008927254606450115,GC_00015354,,,
GC_00011762,accessory,5,0.981145036248336,2.876916069408577,0.9844335538508727,2.9224075694644474,0.0034733669728592466,0.045868579502454286,"DNA polymerase type B, organellar and viral",,,"DNA polymerase type B, organellar and viral"
GC_00004403,accessory,24,1.5984948074167842,2.86690788232498,0.8586529438305113,3.338843595569011,8.412791704986758e-4,0.021117729480947475,"Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)","Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)","two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]",PAS domain
GC_00007188,accessory,8,1.3848759902483327,2.8548094444852876,0.8315338241863599,3.433184990735241,5.965349373960924e-4,0.017337089973865814,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),transposase,Transposase
GC_00025457,accessory,1,0.9909650135240954,2.8462059087876592,0.9100377737932056,3.127568976531762,0.0017625845594759157,0.031429883573276994,Fatty acid desaturase (DesA),Fatty acid desaturase (DesA),acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45],Fatty acid desaturase
GC_00012753,accessory,7,1.1525774677775225,2.8443760691132507,0.7700485252788104,3.6937621146451667,2.2096052271897861e-4,0.010020922164677582,Trans-aconitate methyltransferase (Tam) (PDB:2P35),Trans-aconitate methyltransferase (Tam) (PDB:2P35),extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein,
GC_00005015,accessory,26,0.960929061096839,2.818873895586376,0.8681745167594799,3.246897762108952,0.001166702921566105,0.024780878837553262,Acyclic terpene utilisation family protein AtuA,,,Acyclic terpene utilisation family protein AtuA
GC_00013042,accessory,5,2.048000195429647,2.810511567167928,0.7323580776241981,3.837619400997599,1.242328326282362e-4,0.007256471608387744,GC_00013042,,,
GC_00013826,accessory,6,1.555809447352868,2.7796866710159702,0.7680524569312347,3.6191364872683964,2.955877146161303e-4,0.011636851146685515,Fructose-bisphosphate aldolase class 1 (Fba1),Fructose-bisphosphate aldolase class 1 (Fba1),"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",Fructose-bisphosphate aldolase class-I
GC_00025599,accessory,2,1.5088881498242395,2.774655787179997,0.8451951252656993,3.2828582468548237,0.00102760324147962,0.022967001534129287,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),,Crp-like helix-turn-helix domain
GC_00010846,accessory,5,1.261561004556951,2.6857486643604065,0.8804971965361866,3.0502637315893235,0.002286404960831673,0.03648637828913871,GC_00010846,,,
GC_00007698,accessory,13,1.22271401283724,2.681618117116004,0.7473896708078277,3.587978563066754,3.332516819707587e-4,0.012236290979901995,Sugar phosphate permease (UhpC) (PDB:1PW4),Sugar phosphate permease (UhpC) (PDB:1PW4),"MFS transporter, putative metabolite:H+ symporter",Major Facilitator Superfamily
GC_00007618,accessory,12,2.3606481505986,2.6667194981595648,0.61277553373716,4.351870059001753,1.3498125679303995e-5,0.0026043467489145424,Transposase,Transposase,,
GC_00009194,accessory,10,1.0192577749008467,2.641601596195513,0.8354329397542288,3.161955281500668,0.0015671362829059146,0.029201934171449274,Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO),HlyD family secretion protein,Barrel-sandwich domain of CusB or HlyD membrane-fusion
GC_00004674,accessory,29,1.4041453798437118,2.639014636446323,0.7982544105682717,3.305981904400161,9.46441997249427e-4,0.02166829014808236,"DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)","DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)",,MarR family
GC_00008491,accessory,12,1.0021086049796266,2.6218364019374865,0.9065724882841446,2.892031730302995,0.0038275928817778286,0.04837312945736418,GC_00008491,,,
GC_00035319,accessory,1,1.1623628669817399,2.5893279936284963,0.88692061242758,2.9194585821399244,0.0035063998542273194,0.04599246691624017,GC_00035319,,,
GC_00049760,accessory,1,1.3472174638589354,2.5891851223929963,0.8468589481070311,3.057398316662481,0.002232673767278893,0.035943680861210726,GC_00049760,,,
GC_00007971,accessory,13,1.8454719118787826,2.579334981189285,0.6986399634700935,3.691937358375432,2.2255228621508404e-4,0.010020922164677582,"Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase (PDB:1TSJ)","Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase (PDB:1TSJ)",,3-demethylubiquinone-9 3-methyltransferase
GC_00026383,accessory,2,1.541466650198835,2.521395243111073,0.6988153796070724,3.608099244365221,3.0844850739394355e-4,0.011698542413520259,Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4),Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4),dihydroxy-acid dehydratase [EC:4.2.1.9],Dehydratase family
GC_00008426,accessory,13,2.176125256525206,2.5053925594207818,0.6668385386401058,3.7571202236302477,1.7187993316793667e-4,0.008741510670538792,"Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)","Chalcone/flavanone-binding protein YndB, AHSA1/START/SRPBCC domain (YndB) (PDB:2KTE) (PUBMED:20818668)",,Activator of Hsp90 ATPase homolog 1-like protein
GC_00051397,accessory,1,1.7300437793566434,2.4799165225182693,0.8257818636448887,3.003113330162345,0.002672328963962435,0.039529645324067705,GC_00051397,,,
GC_00026227,accessory,2,1.6532202116261492,2.4683746159721425,0.7102650453951829,3.4752866299351233,5.103077732696368e-4,0.01589444965719958,"Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)","Ribonuclease/mRNA interferase VapC, contains PIN domain (VapC) (PDB:3TND)",tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-],PIN domain
GC_00005478,accessory,22,1.4760925403334593,2.4595061474645834,0.7340546359068166,3.3505764110136367,8.064355693934039e-4,0.020656686953504838,"Predicted metal-dependent hydrolase, TIM-barrel fold","Predicted metal-dependent hydrolase, TIM-barrel fold",D-galactarolactone isomerase [EC:5.4.1.4],Amidohydrolase
GC_00068115,accessory,1,1.0673217132930177,2.4535941358953126,0.8290687227338857,2.9594580866643874,0.0030818062030114257,0.04278676867242092,"ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)","ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)",branched-chain amino acid transport system substrate-binding protein,Periplasmic binding protein
GC_00007126,accessory,16,2.2741761073762374,2.4360007340005514,0.55942257697143,4.3544912813287455,1.333762886134007e-5,0.0026043467489145424,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)","DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)",LacI family transcriptional regulator,Periplasmic binding protein-like domain
GC_00003883,accessory,25,1.4646808763222054,2.429402225948458,0.7037065088520481,3.4522946645918138,5.558403548045663e-4,0.01677091825489804,Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD),pyruvate dehydrogenase (quinone) [EC:1.2.5.1],"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"
GC_00003001,accessory,25,9.221521912422624,2.3832263434153287,0.41543456305473064,5.73670694583338,9.653507742402011e-9,2.9320920849589042e-5,Transposase (or an inactivated derivative) (IS285),Transposase (or an inactivated derivative) (IS285),putative transposase,"Transposase, Mutator family"
GC_00004448,accessory,30,1.0318406800955489,2.3608227135792426,0.7821794794682718,3.0182621451334133,0.00254228884420556,0.03828981148496043,GC_00004448,,,
GC_00003305,accessory,52,12.41962454643491,2.3421931491162566,0.44066898442053454,5.3150850909014276,1.066074977196485e-7,1.079341688023819e-4,Glutamate synthase domain 2 (GltB2) (PDB:1EA0),Glutamate synthase domain 2 (GltB2) (PDB:1EA0),methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21],Conserved region in glutamate synthase
GC_00018142,accessory,4,1.1829770093015113,2.327569886328153,0.7843017603965426,2.967696878751534,0.0030004006140146545,0.04225602843106883,Predicted PurR-regulated permease PerM (PerM),Predicted PurR-regulated permease PerM (PerM),,AI-2E family transporter
GC_00005550,accessory,22,1.3259650949709492,2.306028989738125,0.7551224385840505,3.0538477893230396,0.0022592667752531367,0.03624373038046933,Sugar phosphate permease (UhpC) (PDB:1PW4),Sugar phosphate permease (UhpC) (PDB:1PW4),"MFS transporter, ACS family, tartrate transporter",Major Facilitator Superfamily
GC_00009735,accessory,8,1.138667248605706,2.299792533107897,0.7798682804550843,2.9489499582748464,0.0031885560122447794,0.04349419518499166,Protein of unknown function (DUF2958),,,Protein of unknown function (DUF2958)
GC_00002891,accessory,61,2.309122976311147,2.275404633278622,0.5452698780482608,4.172987954924644,3.006308408715994e-5,0.00375253181098906,Ureidoglycolate hydrolase (allantoin degradation) (AllA) (PDB:1XSQ),Ureidoglycolate hydrolase (allantoin degradation) (AllA) (PDB:1XSQ),ureidoglycolate lyase [EC:4.3.2.3],Ureidoglycolate lyase
GC_00022934,accessory,2,1.66210513911047,2.263556155207312,0.7566643255197477,2.991493161320233,0.0027761675620548844,0.040539164784365554,GC_00022934,,,
GC_00010910,accessory,9,1.3363266884917822,2.249486314580382,0.7656664165741112,2.9379456456317583,0.0033039494362230304,0.044595048745012675,GC_00010910,,,
GC_00006559,accessory,18,2.7341794816341385,2.246996990922323,0.6019422289698799,3.732911370527484,1.892792109920266e-4,0.009092429129669571,TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha (AcoA) (PDB:1DTW),TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha (AcoA) (PDB:1DTW),2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4],Dehydrogenase E1 component
GC_00003327,accessory,52,4.357672794769838,2.2244639089788607,0.42038735155659573,5.291462506524502,1.2134206891824278e-7,1.1056689319830282e-4,Glutamate synthase domain 3 (GltB3) (PDB:1EA0),Glutamate synthase domain 3 (GltB3) (PDB:1EA0),methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21],GXGXG motif
GC_00007033,accessory,12,3.963732780021218,2.199624889236137,0.716001196971671,3.072096664837233,0.0021256087808080226,0.03494262135399577,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD (CzcO) (PDB:4USQ),Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD (CzcO) (PDB:4USQ),putative flavoprotein involved in K+ transport,Flavin-binding monooxygenase-like
GC_00026861,accessory,2,1.4175847988163799,2.1853336787198954,0.7588119153220452,2.8799411746090255,0.003977493763936845,0.04951219013250345,"PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)","PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)",,PAS fold
GC_00006798,accessory,18,1.8447782295748576,2.1733710159855617,0.7191886566302601,3.021976217156755,0.002511302781444754,0.03828981148496043,"MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)","MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)",,Major Facilitator Superfamily
GC_00003274,accessory,54,1.422531657929029,2.138236911982743,0.7124675082682912,3.001171123129387,0.0026894337991584987,0.03965391711639521,Nitrate/nitrite transporter NarK (NarK) (PDB:4JR9),Nitrate/nitrite transporter NarK (NarK) (PDB:4JR9),"MFS transporter, OFA family, oxalate/formate antiporter",Major Facilitator Superfamily
GC_00017914,accessory,4,1.740321108530415,2.137744744964189,0.607838919112724,3.5169593090299363,4.36520695169324e-4,0.014623443288172354,"ABC-type spermidine/putrescine transport system, permease component II (PotC)","ABC-type spermidine/putrescine transport system, permease component II (PotC)",putative spermidine/putrescine transport system permease protein,Binding-protein-dependent transport system inner membrane component
GC_00008726,accessory,13,2.107990247418637,2.1221366278645015,0.5650057773028879,3.755955625789766,1.7268129068228518e-4,0.008741510670538792,GC_00008726,,,
GC_00035115,accessory,1,2.0393995534068625,2.111686961395625,0.6149280170525839,3.434039274250615,5.946580289847848e-4,0.017337089973865814,GC_00035115,,,
GC_00029952,accessory,2,1.5812918534811828,2.103713432308968,0.7176300357477622,2.9314734995963807,0.003373581477094541,0.04483001683251025,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)","ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)",glutamate/aspartate transport system substrate-binding protein,"Bacterial extracellular solute-binding proteins, family 3"
GC_00015849,accessory,5,1.7444876570311887,2.0909774983703997,0.6617196155536258,3.159914636384157,0.0015781536909413873,0.02934721720787331,GC_00015849,,,
GC_00006662,accessory,18,2.447379303842221,2.090790889516802,0.5421031806897648,3.8568135439760893,1.1487471974882013e-4,0.007025090243968114,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",,Enoyl-(Acyl carrier protein) reductase
GC_00012450,accessory,5,1.361694757063181,2.076505017993153,0.7220961697084809,2.875662695775638,0.004031803039055403,0.04984774666468498,Site-specific recombinase XerD (XerD) (PDB:1A0P),Site-specific recombinase XerD (XerD) (PDB:1A0P),,Phage integrase family
GC_00004402,accessory,26,2.026928075188886,2.061776662170464,0.5870766438878275,3.5119378085230153,4.4485208518747483e-4,0.014676069511551641,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36),3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36),,Domain of unknown function (DUF1932)
GC_00013586,accessory,5,14.002904624465554,2.0411560488557026,0.4410330993525049,4.628124401212495,3.6899235226034208e-6,0.001344903325518495,Transposase,Transposase,,
GC_00005331,accessory,22,2.442066668330502,2.0104369601525938,0.49045408218352676,4.099133911174773,4.1469905698341085e-5,0.004152459128827296,Signal transduction histidine kinase (BaeS) (PDB:1JOY)|PAS domain (PAS) (PDB:2MWG),Signal transduction histidine kinase (BaeS) (PDB:1JOY)|PAS domain (PAS) (PDB:2MWG),,PAS domain
GC_00011134,accessory,8,1.645055017888886,2.005437705470674,0.6048403203701972,3.3156481767671018,9.143085537182946e-4,0.02152759571442145,Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),,"Acyl-CoA dehydrogenase, C-terminal domain"
GC_00002821,accessory,43,19.392737936627704,2.0010840850025198,0.4177329704210461,4.790342699034659,1.664967042573369e-6,8.428433162182521e-4,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",,Enoyl-(Acyl carrier protein) reductase
GC_00004070,accessory,36,2.2734120496148833,1.9647283786893892,0.5356626317048336,3.6678466303246147,2.446018246852586e-4,0.01041500853519662,TctA family transporter (PUBMED:14499931),TctA family transporter (PUBMED:14499931),putative tricarboxylic transport membrane protein,Tripartite tricarboxylate transporter TctA family
GC_00005879,accessory,20,2.951421740486422,1.9635947246206618,0.56828623579899,3.4552917190751917,5.496977168877391e-4,0.016640683044123184,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),2-oxoglutaroyl-CoA hydrolase,Enoyl-CoA hydratase/isomerase
GC_00003511,accessory,48,2.1963212198302426,1.9428579709723925,0.5287707946483917,3.6742913765959857,2.3851043058462898e-4,0.010251448318335563,Sortase (surface protein transpeptidase) (SrtA) (PDB:1IJA),Sortase (surface protein transpeptidase) (SrtA) (PDB:1IJA),sortase A [EC:3.4.22.70],Sortase domain
GC_00022630,accessory,3,2.5367052914241457,1.9417789382912336,0.4940729740361538,3.930146031725961,8.48942858645233e-5,0.006340628957356855,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3),2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3),3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127],FAD binding domain
GC_00007496,accessory,14,2.747312536519928,1.9388651191597355,0.5091878693125933,3.807759838774665,1.402313609074048e-4,0.007839191169253206,GC_00007496,,,
GC_00005462,accessory,19,1.6151898277433474,1.9307205008017878,0.6515714368730235,2.9631754732337066,0.0030448294007345,0.042552891870387674,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),site-specific DNA recombinase,"Resolvase, N terminal domain"
GC_00022628,accessory,2,2.1993624944460253,1.9298733718983914,0.6610700169387302,2.9193176553902873,0.003507985569225957,0.04599246691624017,GC_00022628,,,
GC_00004330,accessory,22,2.6959285071644,1.9086184083019015,0.48550501257900475,3.931202271554957,8.452212153448689e-5,0.006340628957356855,"Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)","Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)",,Transglutaminase-like superfamily
GC_00006122,accessory,9,4.720039661593656,1.898178194461885,0.4213439889897475,4.505055831016194,6.635549426667949e-6,0.0018894726992436984,GC_00006122,,,
GC_00005896,accessory,15,3.9870547071667644,1.8971237644642915,0.45760326785256705,4.145782816121664,3.38654710801952e-5,0.003956181698496649,Site-specific recombinase XerD (XerD) (PDB:1A0P),Site-specific recombinase XerD (XerD) (PDB:1A0P),,Putative transposase
GC_00028546,accessory,2,2.009618254941166,1.8885024779677961,0.6374622759459162,2.962532135984814,0.00305119957309465,0.042576616401284,GC_00028546,,,
GC_00011938,accessory,7,1.5684127211970909,1.884884496647946,0.650738783671208,2.896530134586695,0.003773144026900018,0.048152504724247855,Uncharacterized membrane protein,Uncharacterized membrane protein,,Predicted membrane protein (DUF2231)
GC_00004716,accessory,28,1.5304922680158728,1.8819730183823495,0.6375400864741553,2.9519289191529783,0.0031579561693222524,0.04327112272911934,"Endonuclease YncB, thermonuclease family (YncB)","Endonuclease YncB, thermonuclease family (YncB)",micrococcal nuclease [EC:3.1.31.1],Staphylococcal nuclease homologue
GC_00002160,accessory,20,3.5753489072910605,1.8598244747730168,0.45732843752886176,4.066715126709443,4.768046971815777e-5,0.004525671250748475,DNA replication protein DnaC (DnaC) (PDB:2QGZ),DNA replication protein DnaC (DnaC) (PDB:2QGZ),transposase,IstB-like ATP binding protein
GC_00004163,accessory,36,2.366792967075051,1.8299113642962028,0.5330705365688733,3.4327752872527713,5.974370337789581e-4,0.017337089973865814,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)","Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)",pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],2-oxoacid dehydrogenases acyltransferase (catalytic domain)
GC_00012213,accessory,7,1.7909443781892043,1.824679256380767,0.5791037035245581,3.1508678761253814,0.0016278611095751712,0.029905383932356772,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),,Acetyltransferase (GNAT) family
GC_00007355,accessory,16,3.127643907557922,1.820770699812107,0.43184629507634714,4.216247124431642,2.4840154397089036e-5,0.0035685942061739837,GC_00007355,,,
GC_00008374,accessory,14,1.7820873716292112,1.8005675603282687,0.6254270230912946,2.878941097601785,0.003990128509539632,0.04958909952458145,GC_00008374,,,
GC_00038602,accessory,1,2.562811442115631,1.7800826329652544,0.6085818782849639,2.924968186666485,0.0034449143909712674,0.04555886782370129,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)","Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",,Major Facilitator Superfamily
